lesson_id,course_id,grade,subject,course_day,unit_number,unit_title,day_in_unit,title,phase,focus,standards
ma-g5-mathematics-u07-l13,ma-g5-mathematics,5,mathematics,121,7,Decimal Operations,13,Skill consolidation: decimal addition,Skill consolidation,decimal addition,5.NBT.3;5.NBT.4;5.NBT.7
ma-g5-mathematics-u07-l14,ma-g5-mathematics,5,mathematics,122,7,Decimal Operations,14,Transfer challenge: decimal subtraction,Transfer challenge,decimal subtraction,5.NBT.3;5.NBT.4;5.NBT.7
ma-g5-mathematics-u07-l15,ma-g5-mathematics,5,mathematics,123,7,Decimal Operations,15,Assessment preparation: decimal multiplication,Assessment preparation,decimal multiplication,5.NBT.3;5.NBT.4;5.NBT.7
ma-g5-mathematics-u07-l16,ma-g5-mathematics,5,mathematics,124,7,Decimal Operations,16,Unit assessment: decimal division,Unit assessment,decimal division,5.NBT.3;5.NBT.4;5.NBT.7
ma-g5-mathematics-u07-l17,ma-g5-mathematics,5,mathematics,125,7,Decimal Operations,17,Targeted correction: money and measurement contexts,Targeted correction,money and measurement contexts,5.NBT.3;5.NBT.4;5.NBT.7
ma-g5-mathematics-u07-l18,ma-g5-mathematics,5,mathematics,126,7,Decimal Operations,18,"Publication, presentation, or reflection: operation estimation and checking","Publication, presentation, or reflection",operation estimation and checking,5.NBT.3;5.NBT.4;5.NBT.7
ma-g5-mathematics-u08-l01,ma-g5-mathematics,5,mathematics,127,8,"Measurement, Data, and Volume",1,Launch and diagnostic: measurement conversions,Launch and diagnostic,measurement conversions,5.MD.1;5.MD.2;5.MD.3;5.MD.4;5.MD.5
ma-g5-mathematics-u08-l02,ma-g5-mathematics,5,mathematics,128,8,"Measurement, Data, and Volume",2,Concept model A: line plots with fractional data,Concept model A,line plots with fractional data,5.MD.1;5.MD.2;5.MD.3;5.MD.4;5.MD.5
ma-g5-mathematics-u08-l03,ma-g5-mathematics,5,mathematics,129,8,"Measurement, Data, and Volume",3,Guided practice A: volume as unit cubes,Guided practice A,volume as unit cubes,5.MD.1;5.MD.2;5.MD.3;5.MD.4;5.MD.5
ma-g5-mathematics-u08-l04,ma-g5-mathematics,5,mathematics,130,8,"Measurement, Data, and Volume",4,Independent application A: volume formulas,Independent application A,volume formulas,5.MD.1;5.MD.2;5.MD.3;5.MD.4;5.MD.5
ma-g5-mathematics-u08-l05,ma-g5-mathematics,5,mathematics,131,8,"Measurement, Data, and Volume",5,Concept model B: additive volume,Concept model B,additive volume,5.MD.1;5.MD.2;5.MD.3;5.MD.4;5.MD.5
ma-g5-mathematics-u08-l06,ma-g5-mathematics,5,mathematics,132,8,"Measurement, Data, and Volume",6,Guided practice B: real-world measurement design,Guided practice B,real-world measurement design,5.MD.1;5.MD.2;5.MD.3;5.MD.4;5.MD.5
ma-g5-mathematics-u08-l07,ma-g5-mathematics,5,mathematics,133,8,"Measurement, Data, and Volume",7,Investigation or close reading: measurement conversions,Investigation or close reading,measurement conversions,5.MD.1;5.MD.2;5.MD.3;5.MD.4;5.MD.5
ma-g5-mathematics-u08-l08,ma-g5-mathematics,5,mathematics,134,8,"Measurement, Data, and Volume",8,Reteach and varied practice: line plots with fractional data,Reteach and varied practice,line plots with fractional data,5.MD.1;5.MD.2;5.MD.3;5.MD.4;5.MD.5
ma-g5-mathematics-u08-l09,ma-g5-mathematics,5,mathematics,135,8,"Measurement, Data, and Volume",9,Concept model C: volume as unit cubes,Concept model C,volume as unit cubes,5.MD.1;5.MD.2;5.MD.3;5.MD.4;5.MD.5
ma-g5-mathematics-u08-l10,ma-g5-mathematics,5,mathematics,136,8,"Measurement, Data, and Volume",10,Discussion or problem seminar: volume formulas,Discussion or problem seminar,volume formulas,5.MD.1;5.MD.2;5.MD.3;5.MD.4;5.MD.5
ma-g5-mathematics-u08-l11,ma-g5-mathematics,5,mathematics,137,8,"Measurement, Data, and Volume",11,Performance task planning: additive volume,Performance task planning,additive volume,5.MD.1;5.MD.2;5.MD.3;5.MD.4;5.MD.5
ma-g5-mathematics-u08-l12,ma-g5-mathematics,5,mathematics,138,8,"Measurement, Data, and Volume",12,Performance task build: real-world measurement design,Performance task build,real-world measurement design,5.MD.1;5.MD.2;5.MD.3;5.MD.4;5.MD.5
ma-g5-mathematics-u08-l13,ma-g5-mathematics,5,mathematics,139,8,"Measurement, Data, and Volume",13,Skill consolidation: measurement conversions,Skill consolidation,measurement conversions,5.MD.1;5.MD.2;5.MD.3;5.MD.4;5.MD.5
ma-g5-mathematics-u08-l14,ma-g5-mathematics,5,mathematics,140,8,"Measurement, Data, and Volume",14,Transfer challenge: line plots with fractional data,Transfer challenge,line plots with fractional data,5.MD.1;5.MD.2;5.MD.3;5.MD.4;5.MD.5
ma-g5-mathematics-u08-l15,ma-g5-mathematics,5,mathematics,141,8,"Measurement, Data, and Volume",15,Assessment preparation: volume as unit cubes,Assessment preparation,volume as unit cubes,5.MD.1;5.MD.2;5.MD.3;5.MD.4;5.MD.5
ma-g5-mathematics-u08-l16,ma-g5-mathematics,5,mathematics,142,8,"Measurement, Data, and Volume",16,Unit assessment: volume formulas,Unit assessment,volume formulas,5.MD.1;5.MD.2;5.MD.3;5.MD.4;5.MD.5
ma-g5-mathematics-u08-l17,ma-g5-mathematics,5,mathematics,143,8,"Measurement, Data, and Volume",17,Targeted correction: additive volume,Targeted correction,additive volume,5.MD.1;5.MD.2;5.MD.3;5.MD.4;5.MD.5
ma-g5-mathematics-u08-l18,ma-g5-mathematics,5,mathematics,144,8,"Measurement, Data, and Volume",18,"Publication, presentation, or reflection: real-world measurement design","Publication, presentation, or reflection",real-world measurement design,5.MD.1;5.MD.2;5.MD.3;5.MD.4;5.MD.5
ma-g5-mathematics-u09-l01,ma-g5-mathematics,5,mathematics,145,9,Geometry and the Coordinate Plane,1,Launch and diagnostic: coordinate-plane axes and ordered pairs,Launch and diagnostic,coordinate-plane axes and ordered pairs,5.G.1;5.G.2;5.G.3;5.G.4
ma-g5-mathematics-u09-l02,ma-g5-mathematics,5,mathematics,146,9,Geometry and the Coordinate Plane,2,Concept model A: graphing real-world points,Concept model A,graphing real-world points,5.G.1;5.G.2;5.G.3;5.G.4
ma-g5-mathematics-u09-l03,ma-g5-mathematics,5,mathematics,147,9,Geometry and the Coordinate Plane,3,Guided practice A: classifying two-dimensional figures,Guided practice A,classifying two-dimensional figures,5.G.1;5.G.2;5.G.3;5.G.4
ma-g5-mathematics-u09-l04,ma-g5-mathematics,5,mathematics,148,9,Geometry and the Coordinate Plane,4,Independent application A: hierarchies of properties,Independent application A,hierarchies of properties,5.G.1;5.G.2;5.G.3;5.G.4
ma-g5-mathematics-u09-l05,ma-g5-mathematics,5,mathematics,149,9,Geometry and the Coordinate Plane,5,Concept model B: geometric vocabulary,Concept model B,geometric vocabulary,5.G.1;5.G.2;5.G.3;5.G.4
ma-g5-mathematics-u09-l06,ma-g5-mathematics,5,mathematics,150,9,Geometry and the Coordinate Plane,6,Guided practice B: coordinate problem solving,Guided practice B,coordinate problem solving,5.G.1;5.G.2;5.G.3;5.G.4
ma-g5-mathematics-u09-l07,ma-g5-mathematics,5,mathematics,151,9,Geometry and the Coordinate Plane,7,Investigation or close reading: coordinate-plane axes and ordered pairs,Investigation or close reading,coordinate-plane axes and ordered pairs,5.G.1;5.G.2;5.G.3;5.G.4
ma-g5-mathematics-u09-l08,ma-g5-mathematics,5,mathematics,152,9,Geometry and the Coordinate Plane,8,Reteach and varied practice: graphing real-world points,Reteach and varied practice,graphing real-world points,5.G.1;5.G.2;5.G.3;5.G.4
ma-g5-mathematics-u09-l09,ma-g5-mathematics,5,mathematics,153,9,Geometry and the Coordinate Plane,9,Concept model C: classifying two-dimensional figures,Concept model C,classifying two-dimensional figures,5.G.1;5.G.2;5.G.3;5.G.4
ma-g5-mathematics-u09-l10,ma-g5-mathematics,5,mathematics,154,9,Geometry and the Coordinate Plane,10,Discussion or problem seminar: hierarchies of properties,Discussion or problem seminar,hierarchies of properties,5.G.1;5.G.2;5.G.3;5.G.4
ma-g5-mathematics-u09-l11,ma-g5-mathematics,5,mathematics,155,9,Geometry and the Coordinate Plane,11,Performance task planning: geometric vocabulary,Performance task planning,geometric vocabulary,5.G.1;5.G.2;5.G.3;5.G.4
ma-g5-mathematics-u09-l12,ma-g5-mathematics,5,mathematics,156,9,Geometry and the Coordinate Plane,12,Performance task build: coordinate problem solving,Performance task build,coordinate problem solving,5.G.1;5.G.2;5.G.3;5.G.4
ma-g5-mathematics-u09-l13,ma-g5-mathematics,5,mathematics,157,9,Geometry and the Coordinate Plane,13,Skill consolidation: coordinate-plane axes and ordered pairs,Skill consolidation,coordinate-plane axes and ordered pairs,5.G.1;5.G.2;5.G.3;5.G.4
ma-g5-mathematics-u09-l14,ma-g5-mathematics,5,mathematics,158,9,Geometry and the Coordinate Plane,14,Transfer challenge: graphing real-world points,Transfer challenge,graphing real-world points,5.G.1;5.G.2;5.G.3;5.G.4
ma-g5-mathematics-u09-l15,ma-g5-mathematics,5,mathematics,159,9,Geometry and the Coordinate Plane,15,Assessment preparation: classifying two-dimensional figures,Assessment preparation,classifying two-dimensional figures,5.G.1;5.G.2;5.G.3;5.G.4
ma-g5-mathematics-u09-l16,ma-g5-mathematics,5,mathematics,160,9,Geometry and the Coordinate Plane,16,Unit assessment: hierarchies of properties,Unit assessment,hierarchies of properties,5.G.1;5.G.2;5.G.3;5.G.4
ma-g5-mathematics-u09-l17,ma-g5-mathematics,5,mathematics,161,9,Geometry and the Coordinate Plane,17,Targeted correction: geometric vocabulary,Targeted correction,geometric vocabulary,5.G.1;5.G.2;5.G.3;5.G.4
ma-g5-mathematics-u09-l18,ma-g5-mathematics,5,mathematics,162,9,Geometry and the Coordinate Plane,18,"Publication, presentation, or reflection: coordinate problem solving","Publication, presentation, or reflection",coordinate problem solving,5.G.1;5.G.2;5.G.3;5.G.4
ma-g5-mathematics-u10-l01,ma-g5-mathematics,5,mathematics,163,10,Integrated Modeling and Capstone,1,Launch and diagnostic: choosing operations,Launch and diagnostic,choosing operations,5.OA.1;5.NBT.5;5.NBT.6;5.NBT.7;5.NF.1;5.NF.4;5.MD.5;5.G.2;MP.4
ma-g5-mathematics-u10-l02,ma-g5-mathematics,5,mathematics,164,10,Integrated Modeling and Capstone,2,Concept model A: multi-step modeling,Concept model A,multi-step modeling,5.OA.1;5.NBT.5;5.NBT.6;5.NBT.7;5.NF.1;5.NF.4;5.MD.5;5.G.2;MP.4
ma-g5-mathematics-u10-l03,ma-g5-mathematics,5,mathematics,165,10,Integrated Modeling and Capstone,3,Guided practice A: constraints and assumptions,Guided practice A,constraints and assumptions,5.OA.1;5.NBT.5;5.NBT.6;5.NBT.7;5.NF.1;5.NF.4;5.MD.5;5.G.2;MP.4
ma-g5-mathematics-u10-l04,ma-g5-mathematics,5,mathematics,166,10,Integrated Modeling and Capstone,4,Independent application A: data and graphs,Independent application A,data and graphs,5.OA.1;5.NBT.5;5.NBT.6;5.NBT.7;5.NF.1;5.NF.4;5.MD.5;5.G.2;MP.4
ma-g5-mathematics-u10-l05,ma-g5-mathematics,5,mathematics,167,10,Integrated Modeling and Capstone,5,Concept model B: budgeting and measurement,Concept model B,budgeting and measurement,5.OA.1;5.NBT.5;5.NBT.6;5.NBT.7;5.NF.1;5.NF.4;5.MD.5;5.G.2;MP.4
ma-g5-mathematics-u10-l06,ma-g5-mathematics,5,mathematics,168,10,Integrated Modeling and Capstone,6,Guided practice B: presenting mathematical arguments,Guided practice B,presenting mathematical arguments,5.OA.1;5.NBT.5;5.NBT.6;5.NBT.7;5.NF.1;5.NF.4;5.MD.5;5.G.2;MP.4
ma-g5-mathematics-u10-l07,ma-g5-mathematics,5,mathematics,169,10,Integrated Modeling and Capstone,7,Investigation or close reading: choosing operations,Investigation or close reading,choosing operations,5.OA.1;5.NBT.5;5.NBT.6;5.NBT.7;5.NF.1;5.NF.4;5.MD.5;5.G.2;MP.4
ma-g5-mathematics-u10-l08,ma-g5-mathematics,5,mathematics,170,10,Integrated Modeling and Capstone,8,Reteach and varied practice: multi-step modeling,Reteach and varied practice,multi-step modeling,5.OA.1;5.NBT.5;5.NBT.6;5.NBT.7;5.NF.1;5.NF.4;5.MD.5;5.G.2;MP.4
ma-g5-mathematics-u10-l09,ma-g5-mathematics,5,mathematics,171,10,Integrated Modeling and Capstone,9,Concept model C: constraints and assumptions,Concept model C,constraints and assumptions,5.OA.1;5.NBT.5;5.NBT.6;5.NBT.7;5.NF.1;5.NF.4;5.MD.5;5.G.2;MP.4
ma-g5-mathematics-u10-l10,ma-g5-mathematics,5,mathematics,172,10,Integrated Modeling and Capstone,10,Discussion or problem seminar: data and graphs,Discussion or problem seminar,data and graphs,5.OA.1;5.NBT.5;5.NBT.6;5.NBT.7;5.NF.1;5.NF.4;5.MD.5;5.G.2;MP.4
ma-g5-mathematics-u10-l11,ma-g5-mathematics,5,mathematics,173,10,Integrated Modeling and Capstone,11,Performance task planning: budgeting and measurement,Performance task planning,budgeting and measurement,5.OA.1;5.NBT.5;5.NBT.6;5.NBT.7;5.NF.1;5.NF.4;5.MD.5;5.G.2;MP.4
ma-g5-mathematics-u10-l12,ma-g5-mathematics,5,mathematics,174,10,Integrated Modeling and Capstone,12,Performance task build: presenting mathematical arguments,Performance task build,presenting mathematical arguments,5.OA.1;5.NBT.5;5.NBT.6;5.NBT.7;5.NF.1;5.NF.4;5.MD.5;5.G.2;MP.4
ma-g5-mathematics-u10-l13,ma-g5-mathematics,5,mathematics,175,10,Integrated Modeling and Capstone,13,Skill consolidation: choosing operations,Skill consolidation,choosing operations,5.OA.1;5.NBT.5;5.NBT.6;5.NBT.7;5.NF.1;5.NF.4;5.MD.5;5.G.2;MP.4
ma-g5-mathematics-u10-l14,ma-g5-mathematics,5,mathematics,176,10,Integrated Modeling and Capstone,14,Transfer challenge: multi-step modeling,Transfer challenge,multi-step modeling,5.OA.1;5.NBT.5;5.NBT.6;5.NBT.7;5.NF.1;5.NF.4;5.MD.5;5.G.2;MP.4
ma-g5-mathematics-u10-l15,ma-g5-mathematics,5,mathematics,177,10,Integrated Modeling and Capstone,15,Assessment preparation: constraints and assumptions,Assessment preparation,constraints and assumptions,5.OA.1;5.NBT.5;5.NBT.6;5.NBT.7;5.NF.1;5.NF.4;5.MD.5;5.G.2;MP.4
ma-g5-mathematics-u10-l16,ma-g5-mathematics,5,mathematics,178,10,Integrated Modeling and Capstone,16,Unit assessment: data and graphs,Unit assessment,data and graphs,5.OA.1;5.NBT.5;5.NBT.6;5.NBT.7;5.NF.1;5.NF.4;5.MD.5;5.G.2;MP.4
ma-g5-mathematics-u10-l17,ma-g5-mathematics,5,mathematics,179,10,Integrated Modeling and Capstone,17,Targeted correction: budgeting and measurement,Targeted correction,budgeting and measurement,5.OA.1;5.NBT.5;5.NBT.6;5.NBT.7;5.NF.1;5.NF.4;5.MD.5;5.G.2;MP.4
ma-g5-mathematics-u10-l18,ma-g5-mathematics,5,mathematics,180,10,Integrated Modeling and Capstone,18,"Publication, presentation, or reflection: presenting mathematical arguments","Publication, presentation, or reflection",presenting mathematical arguments,5.OA.1;5.NBT.5;5.NBT.6;5.NBT.7;5.NF.1;5.NF.4;5.MD.5;5.G.2;MP.4
ma-g5-english-language-arts-u01-l01,ma-g5-english-language-arts,5,english-language-arts,1,1,Reading and Writing Community,1,Launch and diagnostic: active reading habits,Launch and diagnostic,active reading habits,5.RL.1;5.RI.1;5.W.4;5.SL.1;5.L.1
ma-g5-english-language-arts-u01-l02,ma-g5-english-language-arts,5,english-language-arts,2,1,Reading and Writing Community,2,Concept model A: asking and answering text-dependent questions,Concept model A,asking and answering text-dependent questions,5.RL.1;5.RI.1;5.W.4;5.SL.1;5.L.1
ma-g5-english-language-arts-u01-l03,ma-g5-english-language-arts,5,english-language-arts,3,1,Reading and Writing Community,3,Guided practice A: discussion norms,Guided practice A,discussion norms,5.RL.1;5.RI.1;5.W.4;5.SL.1;5.L.1
ma-g5-english-language-arts-u01-l04,ma-g5-english-language-arts,5,english-language-arts,4,1,Reading and Writing Community,4,Independent application A: notebook routines,Independent application A,notebook routines,5.RL.1;5.RI.1;5.W.4;5.SL.1;5.L.1
ma-g5-english-language-arts-u01-l05,ma-g5-english-language-arts,5,english-language-arts,5,1,Reading and Writing Community,5,Concept model B: sentence fluency,Concept model B,sentence fluency,5.RL.1;5.RI.1;5.W.4;5.SL.1;5.L.1
ma-g5-english-language-arts-u01-l06,ma-g5-english-language-arts,5,english-language-arts,6,1,Reading and Writing Community,6,Guided practice B: baseline reading and writing evidence,Guided practice B,baseline reading and writing evidence,5.RL.1;5.RI.1;5.W.4;5.SL.1;5.L.1
ma-g5-english-language-arts-u01-l07,ma-g5-english-language-arts,5,english-language-arts,7,1,Reading and Writing Community,7,Investigation or close reading: active reading habits,Investigation or close reading,active reading habits,5.RL.1;5.RI.1;5.W.4;5.SL.1;5.L.1
ma-g5-english-language-arts-u01-l08,ma-g5-english-language-arts,5,english-language-arts,8,1,Reading and Writing Community,8,Reteach and varied practice: asking and answering text-dependent questions,Reteach and varied practice,asking and answering text-dependent questions,5.RL.1;5.RI.1;5.W.4;5.SL.1;5.L.1
ma-g5-english-language-arts-u01-l09,ma-g5-english-language-arts,5,english-language-arts,9,1,Reading and Writing Community,9,Concept model C: discussion norms,Concept model C,discussion norms,5.RL.1;5.RI.1;5.W.4;5.SL.1;5.L.1
ma-g5-english-language-arts-u01-l10,ma-g5-english-language-arts,5,english-language-arts,10,1,Reading and Writing Community,10,Discussion or problem seminar: notebook routines,Discussion or problem seminar,notebook routines,5.RL.1;5.RI.1;5.W.4;5.SL.1;5.L.1
ma-g5-english-language-arts-u01-l11,ma-g5-english-language-arts,5,english-language-arts,11,1,Reading and Writing Community,11,Performance task planning: sentence fluency,Performance task planning,sentence fluency,5.RL.1;5.RI.1;5.W.4;5.SL.1;5.L.1
ma-g5-english-language-arts-u01-l12,ma-g5-english-language-arts,5,english-language-arts,12,1,Reading and Writing Community,12,Performance task build: baseline reading and writing evidence,Performance task build,baseline reading and writing evidence,5.RL.1;5.RI.1;5.W.4;5.SL.1;5.L.1
ma-g5-english-language-arts-u01-l13,ma-g5-english-language-arts,5,english-language-arts,13,1,Reading and Writing Community,13,Skill consolidation: active reading habits,Skill consolidation,active reading habits,5.RL.1;5.RI.1;5.W.4;5.SL.1;5.L.1
ma-g5-english-language-arts-u01-l14,ma-g5-english-language-arts,5,english-language-arts,14,1,Reading and Writing Community,14,Transfer challenge: asking and answering text-dependent questions,Transfer challenge,asking and answering text-dependent questions,5.RL.1;5.RI.1;5.W.4;5.SL.1;5.L.1
ma-g5-english-language-arts-u01-l15,ma-g5-english-language-arts,5,english-language-arts,15,1,Reading and Writing Community,15,Assessment preparation: discussion norms,Assessment preparation,discussion norms,5.RL.1;5.RI.1;5.W.4;5.SL.1;5.L.1
